estado_abrev,regional_nome,municipio,municipio_id_sdv
RS,CRS 13 Santa Cruz do Sul,Vale do Sol,432253
RS,CRS 13 Santa Cruz do Sul,Vale Verde,432252
RS,CRS 13 Santa Cruz do Sul,Venâncio Aires,432260
RS,CRS 13 Santa Cruz do Sul,Vera Cruz,432270
RS,CRS 14 Santa Rosa,Alecrim,430030
RS,CRS 14 Santa Rosa,Alegria,430045
RS,CRS 14 Santa Rosa,Boa Vista do Buricá,430220
RS,CRS 14 Santa Rosa,Campina das Missões,430370
RS,CRS 14 Santa Rosa,Cândido Godói,430430
RS,CRS 14 Santa Rosa,Doutor Maurício Cardoso,430673
RS,CRS 14 Santa Rosa,Giruá,430900
RS,CRS 14 Santa Rosa,Horizontina,430960
RS,CRS 14 Santa Rosa,Independência,431040
RS,CRS 14 Santa Rosa,Nova Candelária,431301
RS,CRS 14 Santa Rosa,Novo Machado,431342
RS,CRS 14 Santa Rosa,Porto Lucena,431500
RS,CRS 14 Santa Rosa,Porto Mauá,431505
RS,CRS 14 Santa Rosa,Porto Vera Cruz,431507
RS,CRS 14 Santa Rosa,Santa Rosa,431720
RS,CRS 14 Santa Rosa,Santo Cristo,431790
RS,CRS 14 Santa Rosa,São José do Inhacorá,431849
RS,CRS 14 Santa Rosa,São Paulo das Missões,431930
RS,CRS 14 Santa Rosa,Senador Salgado Filho,432032
RS,CRS 14 Santa Rosa,Três de Maio,432180
RS,CRS 14 Santa Rosa,Tucunduva,432210
RS,CRS 14 Santa Rosa,Tuparendi,432230
RS,CRS 15 Palmeira das Missões,Barra Funda,430195
RS,CRS 15 Palmeira das Missões,Boa Vista das Missões,430215
RS,CRS 15 Palmeira das Missões,Braga,430260
RS,CRS 15 Palmeira das Missões,Cerro Grande,430515
RS,CRS 15 Palmeira das Missões,Chapada,430530
RS,CRS 15 Palmeira das Missões,Constantina,430580
RS,CRS 15 Palmeira das Missões,Coronel Bicaco,430590
RS,CRS 15 Palmeira das Missões,Dois Irmãos das Missões,430642
RS,CRS 15 Palmeira das Missões,Engenho Velho,430692
RS,CRS 15 Palmeira das Missões,Gramado dos Loureiros,430912
RS,CRS 15 Palmeira das Missões,Jaboticaba,431085
RS,CRS 15 Palmeira das Missões,Lajeado do Bugre,431142
RS,CRS 15 Palmeira das Missões,Miraguaí,431230
RS,CRS 15 Palmeira das Missões,Nova Boa Vista,431295
RS,CRS 15 Palmeira das Missões,Novo Barreiro,431349
RS,CRS 15 Palmeira das Missões,Novo Xingu,431346
RS,CRS 15 Palmeira das Missões,Palmeira das Missões,431370
RS,CRS 15 Palmeira das Missões,Redentora,431540
RS,CRS 15 Palmeira das Missões,Ronda Alta,431610
RS,CRS 15 Palmeira das Missões,Rondinha,431620
RS,CRS 15 Palmeira das Missões,Sagrada Família,431642
RS,CRS 15 Palmeira das Missões,São José das Missões,431845
RS,CRS 15 Palmeira das Missões,São Pedro das Missões,431936
RS,CRS 15 Palmeira das Missões,Sarandi,432010
RS,CRS 15 Palmeira das Missões,Três Palmeiras,432185
RS,CRS 15 Palmeira das Missões,Trindade do Sul,432195
RS,CRS 16 Lajeado,Anta Gorda,430070
RS,CRS 16 Lajeado,Arroio do Meio,430100
RS,CRS 16 Lajeado,Arvorezinha,430140
RS,CRS 16 Lajeado,Barros Cassal,430200
RS,CRS 16 Lajeado,Bom Retiro do Sul,430240
RS,CRS 16 Lajeado,Boqueirão do Leão,430245
RS,CRS 16 Lajeado,Canudos do Vale,430461
RS,CRS 16 Lajeado,Capitão,430469
RS,CRS 16 Lajeado,Colinas,430558
RS,CRS 16 Lajeado,Coqueiro Baixo,430583
RS,CRS 16 Lajeado,Cruzeiro do Sul,430620
RS,CRS 16 Lajeado,Dois Lajeados,430645
RS,CRS 16 Lajeado,Doutor Ricardo,430675
RS,CRS 16 Lajeado,Encantado,430680
RS,CRS 16 Lajeado,Estrela,430780
RS,CRS 16 Lajeado,Fazenda Vilanova,430807
RS,CRS 16 Lajeado,Fontoura Xavier,430830
RS,CRS 16 Lajeado,Forquetinha,430843
RS,CRS 16 Lajeado,Ilópolis,431030
RS,CRS 16 Lajeado,Imigrante,431036
RS,CRS 16 Lajeado,Itapuca,431057
RS,CRS 16 Lajeado,Lajeado,431140
RS,CRS 16 Lajeado,Marques de Souza,431205
RS,CRS 16 Lajeado,Muçum,431260
RS,CRS 16 Lajeado,Nova Bréscia,431300
RS,CRS 16 Lajeado,Paverama,431415
RS,CRS 16 Lajeado,Poço das Antas,431475
RS,CRS 16 Lajeado,Pouso Novo,431513
RS,CRS 16 Lajeado,Progresso,431515
RS,CRS 16 Lajeado,Putinga,431520
RS,CRS 16 Lajeado,Relvado,431545
RS,CRS 16 Lajeado,Roca Sales,431580
RS,CRS 16 Lajeado,Santa Clara do Sul,431675
RS,CRS 16 Lajeado,São José do Herval,431846
RS,CRS 16 Lajeado,São Valentim do Sul,431971
RS,CRS 16 Lajeado,Sério,432045
RS,CRS 16 Lajeado,Tabaí,432085
RS,CRS 16 Lajeado,Taquari,432130
RS,CRS 16 Lajeado,Teutônia,432145
RS,CRS 16 Lajeado,Travesseiro,432162
RS,CRS 16 Lajeado,Vespasiano Correa,432285
RS,CRS 16 Lajeado,Westfalia,432377
RS,CRS 17 Ijuí,Ajuricaba,430020
RS,CRS 17 Ijuí,Augusto Pestana,430150
RS,CRS 17 Ijuí,Bozano,430258
RS,CRS 17 Ijuí,Campo Novo,430400
RS,CRS 17 Ijuí,Catuípe,430500
RS,CRS 17 Ijuí,Chiapetta,430540
RS,CRS 17 Ijuí,Condor,430570
RS,CRS 17 Ijuí,Coronel Barros,430587
RS,CRS 17 Ijuí,Crissiumal,430600
RS,CRS 17 Ijuí,Humaitá,430970
RS,CRS 17 Ijuí,Ijuí,431020
RS,CRS 17 Ijuí,Inhacorá,431041
RS,CRS 17 Ijuí,Jóia,431115
RS,CRS 17 Ijuí,Nova Ramada,431333
RS,CRS 17 Ijuí,Panambi,431390
RS,CRS 17 Ijuí,Pejuçara,431430
RS,CRS 17 Ijuí,Santo Augusto,431780
RS,CRS 17 Ijuí,São Martinho,431910
RS,CRS 17 Ijuí,São Valério do Sul,431973
RS,CRS 17 Ijuí,Sede Nova,432023
RS,CRS 18 Osório,Arroio do Sal,430105
RS,CRS 18 Osório,Balneário Pinhal,430163
RS,CRS 18 Osório,Capão da Canoa,430463
RS,CRS 18 Osório,Capivari do Sul,430467
RS,CRS 18 Osório,Caraá,430471
RS,CRS 18 Osório,Cidreira,430545
RS,CRS 18 Osório,Dom Pedro de Alcântara,430655
RS,CRS 18 Osório,Imbé,431033
RS,CRS 18 Osório,Itati,431065
RS,CRS 18 Osório,Mampituba,431173
RS,CRS 18 Osório,Maquiné,431177
RS,CRS 18 Osório,Morrinhos do Sul,431244
RS,CRS 18 Osório,Mostardas,431250
RS,CRS 18 Osório,Osório,431350
RS,CRS 18 Osório,Palmares do Sul,431365
RS,CRS 18 Osório,Santo Antônio da Patrulha,431760
RS,CRS 18 Osório,Tavares,432135
RS,CRS 18 Osório,Terra de Areia,432143
RS,CRS 18 Osório,Torres,432150
RS,CRS 18 Osório,Tramandaí,432160
RS,CRS 18 Osório,Três Cachoeiras,432166
RS,CRS 18 Osório,Três Forquilhas,432183
RS,CRS 18 Osório,Xangri-lá,432380
RS,CRS 19 Frederico Westphalen,Alpestre,430050
RS,CRS 19 Frederico Westphalen,Ametista do Sul,430064
RS,CRS 19 Frederico Westphalen,Barra do Guarita,430185
RS,CRS 19 Frederico Westphalen,Bom Progresso,430237
RS,CRS 19 Frederico Westphalen,Caiçara,430340
RS,CRS 19 Frederico Westphalen,Cristal do Sul,430607
RS,CRS 19 Frederico Westphalen,Derrubadas,430632
RS,CRS 19 Frederico Westphalen,Erval Seco,430730
RS,CRS 19 Frederico Westphalen,Esperança do Sul,430745
RS,CRS 19 Frederico Westphalen,Frederico Westphalen,430850
RS,CRS 19 Frederico Westphalen,Iraí,431050
RS,CRS 19 Frederico Westphalen,Liberato Salzano,431160
RS,CRS 19 Frederico Westphalen,Nonoai,431270
RS,CRS 19 Frederico Westphalen,Novo Tiradentes,431344
RS,CRS 19 Frederico Westphalen,Palmitinho,431380
RS,CRS 19 Frederico Westphalen,Pinhal,431445
RS,CRS 19 Frederico Westphalen,Pinheirinho do Vale,431449
RS,CRS 19 Frederico Westphalen,Planalto,431470
RS,CRS 19 Frederico Westphalen,Rio dos Índios,431555
RS,CRS 19 Frederico Westphalen,Rodeio Bonito,431590
RS,CRS 19 Frederico Westphalen,Seberi,432020
RS,CRS 19 Frederico Westphalen,Taquaruçu do Sul,432132
RS,CRS 19 Frederico Westphalen,Tenente Portela,432140
RS,CRS 19 Frederico Westphalen,Tiradentes do Sul,432147
RS,CRS 19 Frederico Westphalen,Três Passos,432190
RS,CRS 19 Frederico Westphalen,Vicente Dutra,432310
RS,CRS 19 Frederico Westphalen,Vista Alegre,432350
RS,CRS 19 Frederico Westphalen,Vista Gaúcha,432370
SC,Araranguá,Araranguá,420140
SC,Araranguá,Balneário Arroio do Silva,420195
SC,Araranguá,Balneário Gaivota,420207
SC,Araranguá,Ermo,420519
SC,Araranguá,Jacinto Machado,420870
SC,Araranguá,Maracajá,421040
SC,Araranguá,Meleiro,421080
SC,Araranguá,Morro Grande,421125
SC,Araranguá,Passo de Torres,421225
SC,Araranguá,Praia Grande,421380
SC,Araranguá,Santa Rosa do Sul,421565
SC,Araranguá,São João do Sul,421640
SC,Araranguá,Sombrio,421770
SC,Araranguá,Timbé do Sul,421810
SC,Araranguá,Turvo,421880
SC,Balneário Camboriú,Balneário Camboriú,420200
SC,Balneário Camboriú,Bombinhas,420245
SC,Balneário Camboriú,Camboriú,420320
SC,Balneário Camboriú,Itapema,420830
SC,Balneário Camboriú,Porto Belo,421350
SC,Blumenau,Blumenau,420240
SC,Blumenau,Gaspar,420590
SC,Blumenau,Pomerode,421320
SC,Brusque,Botuverá,420270
SC,Brusque,Brusque,420290
SC,Brusque,Guabiruba,420630
SC,Canoinhas,Bela Vista do Toldo,420213
SC,Canoinhas,Canoinhas,420380
SC,Canoinhas,Irineópolis,420790
SC,Canoinhas,Major Vieira,421030
SC,Canoinhas,Porto União,421360
SC,Canoinhas,Três Barras,421830
SC,Chapecó,Águas de Chapecó,420050
SC,Chapecó,Águas Frias,420055
SC,Chapecó,Caibi,420310
SC,Chapecó,Caxambu do Sul,420410
SC,Chapecó,Chapecó,420420
SC,Chapecó,Cordilheira Alta,420435
SC,Chapecó,Coronel Freitas,420440
SC,Chapecó,Cunha Porã,420470
SC,Chapecó,Cunhataí,420475
SC,Chapecó,Formosa do Sul,420543
SC,Chapecó,Guatambú,420665
SC,Chapecó,Irati,420785
SC,Chapecó,Jardinópolis,420895
SC,Chapecó,Mondaí,421100
SC,Chapecó,Nova Erechim,421140
SC,Chapecó,Nova Itaberaba,421145
SC,Chapecó,Palmitos,421210
SC,Chapecó,Planalto Alegre,421315
SC,Chapecó,Quilombo,421420
SC,Chapecó,Riqueza,421507
SC,Chapecó,Santiago do Sul,421569
SC,Chapecó,São Carlos,421600
SC,Chapecó,Serra Alta,421755
SC,Chapecó,Sul Brasil,421775
SC,Chapecó,União do Oeste,421885
SC,Concórdia,Alto Bela Vista,420075
SC,Concórdia,Arabutã,420127
SC,Concórdia,Arvoredo,420165
SC,Concórdia,Concórdia,420430
SC,Concórdia,Ipira,420760
SC,Concórdia,Ipumirim,420770
SC,Concórdia,Irani,420780
SC,Concórdia,Itá,420800
SC,Concórdia,Lindóia do Sul,420985
SC,Concórdia,Paial,421187
SC,Concórdia,Peritiba,421260
SC,Concórdia,Piratuba,421310
SC,Concórdia,Presidente Castello Branco,421390
SC,Concórdia,Seara,421750
SC,Concórdia,Xavantina,421960
SC,Criciúma,Cocal do Sul,420425
SC,Criciúma,Criciúma,420460
SC,Criciúma,Forquilhinha,420545
SC,Criciúma,Içara,420700
SC,Criciúma,Lauro Muller,420960
SC,Criciúma,Morro da Fumaça,421120
SC,Criciúma,Nova Veneza,421160
SC,Criciúma,Orleans,421170
SC,Criciúma,Siderópolis,421760
SC,Criciúma,Treviso,421835
SC,Criciúma,Urussanga,421900
SC,Grande Florianópolis,Águas Mornas,420060
SC,Grande Florianópolis,Alfredo Wagner,420070
SC,Grande Florianópolis,Angelina,420090
SC,Grande Florianópolis,Anitápolis,420110
SC,Grande Florianópolis,Antônio Carlos,420120
SC,Grande Florianópolis,Biguaçu,420230
SC,Grande Florianópolis,Canelinha,420370
SC,Grande Florianópolis,Florianópolis,420540
SC,Grande Florianópolis,Garopaba,420570
SC,Grande Florianópolis,Governador Celso Ramos,420600
SC,Grande Florianópolis,Leoberto Leal,420980
SC,Grande Florianópolis,Major Gercino,421020
SC,Grande Florianópolis,Nova Trento,421150
SC,Grande Florianópolis,Palhoça,421190
SC,Grande Florianópolis,Paulo Lopes,421230
SC,Grande Florianópolis,Rancho Queimado,421430
SC,Grande Florianópolis,Santo Amaro da Imperatriz,421570
SC,Grande Florianópolis,São Bonifácio,421590
SC,Grande Florianópolis,São João Batista,421630
SC,Grande Florianópolis,São José,421660
SC,Grande Florianópolis,São Pedro de Alcântara,421725
SC,Grande Florianópolis,Tijucas,421800
SC,Itajaí,Balneário Piçarras,421280
SC,Itajaí,Ilhota,420710
SC,Itajaí,Itajaí,420820
SC,Itajaí,Luiz Alves,421000
SC,Itajaí,Navegantes,421130
SC,Itajaí,Penha,421250
SC,Jaraguá do Sul,Corupá,420450
SC,Jaraguá do Sul,Guaramirim,420650
SC,Jaraguá do Sul,Jaraguá do Sul,420890
SC,Jaraguá do Sul,Massaranduba,421060
SC,Jaraguá do Sul,Schroeder,421740
SC,Joaçaba,Abdon Batista,420005
SC,Joaçaba,Água Doce,420040
SC,Joaçaba,Brunópolis,420287
SC,Joaçaba,Campos Novos,420360
SC,Joaçaba,Capinzal,420390
SC,Joaçaba,Catanduvas,420400
SC,Joaçaba,Celso Ramos,420415
SC,Joaçaba,Erval Velho,420520
SC,Joaçaba,Herval d'Oeste,420670
SC,Joaçaba,Ibiam,420675
SC,Joaçaba,Ibicaré,420680
SC,Joaçaba,Jaborá,420860
SC,Joaçaba,Joaçaba,420900
SC,Joaçaba,Lacerdópolis,420920
SC,Joaçaba,Luzerna,421003
SC,Joaçaba,Monte Carlo,421105
SC,Joaçaba,Ouro,421180
SC,Joaçaba,Treze Tílias,421850
SC,Joaçaba,Vargem,421915
SC,Joaçaba,Vargem Bonita,421917
SC,Joaçaba,Zortéa,421985
SC,Joinville,Araquari,420130
SC,Joinville,Balneário Barra do Sul,420205
SC,Joinville,Barra Velha,420210
SC,Joinville,Garuva,420580
SC,Joinville,Itapoá,420845
SC,Joinville,Joinville,420910
SC,Joinville,São Francisco do Sul,421620
SC,Joinville,São João do Itaperiú,421635
SC,Lages,Anita Garibaldi,420100
SC,Lages,Bocaina do Sul,420243
SC,Lages,Bom Jardim da Serra,420250
SC,Lages,Bom Retiro,420260
SC,Lages,Campo Belo do Sul,420340
SC,Lages,Capão Alto,420325
SC,Lages,Cerro Negro,420417
SC,Lages,Correia Pinto,420455
SC,Lages,Lages,420930
SC,Lages,Otacílio Costa,421175
SC,Lages,Painel,421189
SC,Lages,Palmeira,421205
SC,Lages,Ponte Alta,421330
SC,Lages,Rio Rufino,421505
SC,Lages,São Joaquim,421650
SC,Lages,São José do Cerrito,421680
SC,Lages,Urubici,421890
SC,Lages,Urupema,421895
SC,Mafra,Campo Alegre,420330
SC,Mafra,Itaiópolis,420810
SC,Mafra,Mafra,421010
SC,Mafra,Monte Castelo,421110
SC,Mafra,Papanduva,421220
SC,Mafra,Rio Negrinho,421500
SC,Mafra,São Bento do Sul,421580
SC,Rio do Sul,Agrolândia,420020
SC,Rio do Sul,Agronômica,420030
SC,Rio do Sul,Atalanta,420180
SC,Rio do Sul,Aurora,420190
SC,Rio do Sul,Braço do Trombudo,420285
SC,Rio do Sul,Chapadão do Lageado,420419
SC,Rio do Sul,Dona Emma,420510
SC,Rio do Sul,Ibirama,420690
SC,Rio do Sul,Imbuia,420740
SC,Rio do Sul,Ituporanga,420850
SC,Rio do Sul,José Boiteux,420915
SC,Rio do Sul,Laurentino,420950
SC,Rio do Sul,Lontras,420990
SC,Rio do Sul,Mirim Doce,421085
SC,Rio do Sul,Petrolândia,421270
SC,Rio do Sul,Pouso Redondo,421370
SC,Rio do Sul,Presidente Getúlio,421400
SC,Rio do Sul,Presidente Nereu,421410
SC,Rio do Sul,Rio do Campo,421450
SC,Rio do Sul,Rio do Oeste,421460
SC,Rio do Sul,Rio do Sul,421480
SC,Rio do Sul,Salete,421530
SC,Rio do Sul,Santa Terezinha,421567
SC,Rio do Sul,Taió,421780
SC,Rio do Sul,Trombudo Central,421860
SC,Rio do Sul,Vidal Ramos,421920
SC,Rio do Sul,Vitor Meireles,421935
SC,Rio do Sul,Witmarsum,421940
SC,São Miguel do Oeste,Anchieta,420080
SC,São Miguel do Oeste,Bandeirante,420208
SC,São Miguel do Oeste,Barra Bonita,420209
SC,São Miguel do Oeste,Belmonte,420215
SC,São Miguel do Oeste,Bom Jesus do Oeste,420257
SC,São Miguel do Oeste,Descanso,420490
SC,São Miguel do Oeste,Dionísio Cerqueira,420500
SC,São Miguel do Oeste,Flor do Sertão,420535
SC,São Miguel do Oeste,Guaraciaba,420640
SC,São Miguel do Oeste,Guarujá do Sul,420660
SC,São Miguel do Oeste,Iporã do Oeste,420765
SC,São Miguel do Oeste,Iraceminha,420775
SC,São Miguel do Oeste,Itapiranga,420840
SC,São Miguel do Oeste,Maravilha,421050
SC,São Miguel do Oeste,Modelo,421090
SC,São Miguel do Oeste,Palma Sola,421200
SC,São Miguel do Oeste,Paraíso,421223
SC,São Miguel do Oeste,Pinhalzinho,421290
SC,São Miguel do Oeste,Princesa,421415
SC,São Miguel do Oeste,Romelândia,421520
SC,São Miguel do Oeste,Saltinho,421535
SC,São Miguel do Oeste,Santa Helena,421555
SC,São Miguel do Oeste,Santa Terezinha do Progresso,421568
SC,São Miguel do Oeste,São João do Oeste,421625
SC,São Miguel do Oeste,São José do Cedro,421670
SC,São Miguel do Oeste,São Miguel da Boa Vista,421715
SC,São Miguel do Oeste,São Miguel do Oeste,421720
SC,São Miguel do Oeste,Saudades,421730
SC,São Miguel do Oeste,Tigrinhos,421795
SC,São Miguel do Oeste,Tunápolis,421875
SC,Timbó,Apiúna,420125
SC,Timbó,Ascurra,420170
SC,Timbó,Benedito Novo,420220
SC,Timbó,Doutor Pedrinho,420515
SC,Timbó,Indaial,420750
SC,Timbó,Rio dos Cedros,421470
SC,Timbó,Rodeio,421510
SC,Timbó,Timbó,421820
SC,Tubarão,Armazém,420150
SC,Tubarão,Braço do Norte,420280
SC,Tubarão,Capivari de Baixo,420395
SC,Tubarão,Grão Pará,420610
SC,Tubarão,Gravatal,420620
SC,Tubarão,Imaruí,420720
SC,Tubarão,Imbituba,420730
SC,Tubarão,Jaguaruna,420880
SC,Tubarão,Laguna,420940
SC,Tubarão,Pedras Grandes,421240
SC,Tubarão,Rio Fortuna,421490
SC,Tubarão,Sangão,421545
SC,Tubarão,Santa Rosa de Lima,421560
SC,Tubarão,São Ludgero,421700
SC,Tubarão,São Martinho,421710
SC,Tubarão,Treze de Maio,421840
SC,Tubarão,Tubarão,421870
SC,Videira,Arroio Trinta,420160
SC,Videira,Caçador,420300
SC,Videira,Calmon,420315
SC,Videira,Curitibanos,420480
SC,Videira,Fraiburgo,420550
SC,Videira,Frei Rogério,420555
SC,Videira,Iomerê,420757
SC,Videira,Lebon Régis,420970
SC,Videira,Macieira,421005
SC,Videira,Matos Costa,421070
SC,Videira,Pinheiro Preto,421300
SC,Videira,Ponte Alta do Norte,421335
SC,Videira,Rio das Antas,421440
SC,Videira,Salto Veloso,421540
SC,Videira,Santa Cecília,421550
SC,Videira,São Cristovão do Sul,421605
SC,Videira,Tangará,421790
SC,Videira,Timbó Grande,421825
SC,Videira,Videira,421930
SC,Xanxerê,Abelardo Luz,420010
SC,Xanxerê,Bom Jesus,420253
SC,Xanxerê,Campo Erê,420350
SC,Xanxerê,Coronel Martins,420445
SC,Xanxerê,Entre Rios,420517
SC,Xanxerê,Faxinal dos Guedes,420530
SC,Xanxerê,Galvão,420560
SC,Xanxerê,Ipuaçu,420768
SC,Xanxerê,Jupiá,420917
SC,Xanxerê,Lajeado Grande,420945
SC,Xanxerê,Marema,421055
SC,Xanxerê,Novo Horizonte,421165
SC,Xanxerê,Ouro Verde,421185
SC,Xanxerê,Passos Maia,421227
SC,Xanxerê,Ponte Serrada,421340
SC,Xanxerê,São Bernardino,421575
SC,Xanxerê,São Domingos,421610
SC,Xanxerê,São Lourenço do Oeste,421690
SC,Xanxerê,Vargeão,421910
SC,Xanxerê,Xanxerê,421950
SC,Xanxerê,Xaxim,421970
SE,Região Aracaju,Aracaju,280030
SE,Região Aracaju,Barra dos Coqueiros,280060
SE,Região Aracaju,Divina Pastora,280200
SE,Região Aracaju,Itaporanga d'Ajuda,280320
SE,Região Aracaju,Laranjeiras,280360
SE,Região Aracaju,Riachuelo,280590
SE,Região Aracaju,Santa Rosa de Lima,280650
SE,Região Aracaju,São Cristóvão,280670
SE,Região Estância,Arauá,280040
SE,Região Estância,Boquim,280067
SE,Região Estância,Cristinápolis,280170
SE,Região Estância,Estância,280210
SE,Região Estância,Indiaroba,280280
SE,Região Estância,Itabaianinha,280300
SE,Região Estância,Pedrinhas,280510
SE,Região Estância,Santa Luzia do Itanhy,280630
SE,Região Estância,Tomar do Geru,280750
SE,Região Estância,Umbaúba,280760
SE,Região Itabaiana,Areia Branca,280050
SE,Região Itabaiana,Campo do Brito,280100
SE,Região Itabaiana,Carira,280140
SE,Região Itabaiana,Frei Paulo,280230
SE,Região Itabaiana,Itabaiana,280290
SE,Região Itabaiana,Macambira,280370
SE,Região Itabaiana,Malhador,280390
SE,Região Itabaiana,Moita Bonita,280410
SE,Região Itabaiana,Nossa Senhora Aparecida,280445
SE,Região Itabaiana,Pedra Mole,280500
SE,Região Itabaiana,Pinhão,280520
SE,Região Itabaiana,Ribeirópolis,280600
SE,Região Itabaiana,São Domingos,280680
SE,Região Itabaiana,São Miguel do Aleixo,280700
SE,Região Lagarto,Lagarto,280350
SE,Região Lagarto,Poço Verde,280550
SE,Região Lagarto,Riachão do Dantas,280580
SE,Região Lagarto,Salgado,280620
SE,Região Lagarto,Simão Dias,280710
SE,Região Lagarto,Tobias Barreto,280740
SE,Região Nossa Senhora da Glória,Canindé de São Francisco,280120
SE,Região Nossa Senhora da Glória,Feira Nova,280220
SE,Região Nossa Senhora da Glória,Gararu,280240
SE,Região Nossa Senhora da Glória,Gracho Cardoso,280260
SE,Região Nossa Senhora da Glória,Itabi,280310
SE,Região Nossa Senhora da Glória,Monte Alegre de Sergipe,280420
SE,Região Nossa Senhora da Glória,Nossa Senhora da Glória,280450
SE,Região Nossa Senhora da Glória,Poço Redondo,280540
SE,Região Nossa Senhora da Glória,Porto da Folha,280560
SE,Região Nossa Senhora do Socorro,Capela,280130
SE,Região Nossa Senhora do Socorro,Carmópolis,280150
SE,Região Nossa Senhora do Socorro,Cumbe,280190
SE,Região Nossa Senhora do Socorro,General Maynard,280250
SE,Região Nossa Senhora do Socorro,Japaratuba,280330
SE,Região Nossa Senhora do Socorro,Maruim,280400
SE,Região Nossa Senhora do Socorro,Nossa Senhora das Dores,280460
SE,Região Nossa Senhora do Socorro,Nossa Senhora do Socorro,280480
SE,Região Nossa Senhora do Socorro,Pirambu,280530
SE,Região Nossa Senhora do Socorro,Rosário do Catete,280610
SE,Região Nossa Senhora do Socorro,Santo Amaro das Brotas,280660
SE,Região Nossa Senhora do Socorro,Siriri,280720
SE,Região Propriá,Amparo de São Francisco,280010
SE,Região Propriá,Aquidabã,280020
SE,Região Propriá,Brejo Grande,280070
SE,Região Propriá,Canhoba,280110
SE,Região Propriá,Cedro de São João,280160
SE,Região Propriá,Ilha das Flores,280270
SE,Região Propriá,Japoatã,280340
SE,Região Propriá,Malhada dos Bois,280380
SE,Região Propriá,Muribeca,280430
SE,Região Propriá,Neópolis,280440
SE,Região Propriá,Nossa Senhora de Lourdes,280470
SE,Região Propriá,Pacatuba,280490
SE,Região Propriá,Propriá,280570
SE,Região Propriá,Santana do São Francisco,280640
SE,Região Propriá,São Francisco,280690
SE,Região Propriá,Telha,280730
SP,Araçatuba,Alto Alegre,350110
SP,Araçatuba,Andradina,350210
SP,Araçatuba,Araçatuba,350280
SP,Araçatuba,Auriflama,350420
SP,Araçatuba,Avanhandava,350440
SP,Araçatuba,Barbosa,350510
SP,Araçatuba,Bento de Abreu,350620
SP,Araçatuba,Bilac,350640
SP,Araçatuba,Birigui,350650
SP,Araçatuba,Braúna,350770
SP,Araçatuba,Brejo Alegre,350775
SP,Araçatuba,Buritama,350810
SP,Araçatuba,Castilho,351100
SP,Araçatuba,Clementina,351190
SP,Araçatuba,Coroados,351250
SP,Araçatuba,Gabriel Monteiro,351650
SP,Araçatuba,Glicério,351710
SP,Araçatuba,Guaraçaí,351780
SP,Araçatuba,Guararapes,351820
SP,Araçatuba,Guzolândia,351890
SP,Araçatuba,Ilha Solteira,352044
SP,Araçatuba,Itapura,352300
SP,Araçatuba,Lavínia,352650
SP,Araçatuba,Lourdes,352725
SP,Araçatuba,Luiziânia,352770
SP,Araçatuba,Mirandópolis,353010
SP,Araçatuba,Murutinga do Sul,353210
SP,Araçatuba,Nova Castilho,353286
SP,Araçatuba,Nova Independência,353320
SP,Araçatuba,Nova Luzitânia,353330
SP,Araçatuba,Penápolis,353730
SP,Araçatuba,Pereira Barreto,353740
SP,Araçatuba,Piacatu,353770
SP,Araçatuba,Rubiácea,354440
SP,Araçatuba,Santo Antônio do Aracanguá,354805
SP,Araçatuba,Santópolis do Aguapeí,354840
SP,Araçatuba,Sud Mennucci,355230
SP,Araçatuba,Suzanápolis,355255
SP,Araçatuba,Turiúba,355520
SP,Araçatuba,Valparaíso,355630
SP,Araraquara,Américo Brasiliense,350170
SP,Araraquara,Araraquara,350320
SP,Araraquara,Boa Esperança do Sul,350670
SP,Araraquara,Borborema,350740
SP,Araraquara,Cândido Rodrigues,351010
SP,Araraquara,Descalvado,351370
SP,Araraquara,Dobrada,351400
SP,Araraquara,Dourado,351430
SP,Araraquara,Gavião Peixoto,351685
SP,Araraquara,Ibaté,351930
SP,Araraquara,Ibitinga,351960
SP,Araraquara,Itápolis,352270
SP,Araraquara,Matão,352930
SP,Araraquara,Motuca,353205
SP,Araraquara,Nova Europa,353290
SP,Araraquara,Porto Ferreira,354070
SP,Araraquara,Ribeirão Bonito,354290
SP,Araraquara,Rincão,354370
SP,Araraquara,Santa Ernestina,354650
SP,Araraquara,Santa Lúcia,354690
SP,Araraquara,São Carlos,354890
SP,Araraquara,Tabatinga,355270
SP,Araraquara,Taquaritinga,355370
SP,Araraquara,Trabiju,355475
SP,Baixada Santista,Bertioga,350635
SP,Baixada Santista,Cubatão,351350
SP,Baixada Santista,Guarujá,351870
SP,Baixada Santista,Itanhaém,352210
SP,Baixada Santista,Mongaguá,353110
SP,Baixada Santista,Peruíbe,353760
SP,Baixada Santista,Praia Grande,354100
SP,Baixada Santista,Santos,354850
SP,Baixada Santista,São Vicente,355100
SP,Barretos,Altair,350090
SP,Barretos,Barretos,350550
SP,Barretos,Bebedouro,350610
SP,Barretos,Cajobi,350930
SP,Barretos,Colina,351200
SP,Barretos,Colômbia,351210
SP,Barretos,Embaúba,351495
SP,Barretos,Guaíra,351740
SP,Barretos,Guaraci,351790
SP,Barretos,Jaborandi,352420
SP,Barretos,Monte Azul Paulista,353150
SP,Barretos,Olímpia,353390
SP,Barretos,Severínia,355190
SP,Barretos,Taiaçu,355310
SP,Barretos,Taiúva,355320
